ANO;GRANDE REGIÃO;UF;PRODUTO;CÓDIGO IBGE;MUNICÍPIO;VENDAS
1990;REGIÃO NORTE;RO;QUEROSENE DE AVIAÇÃO;1100106;GUAJARA-MIRIM;88308
1990;REGIÃO NORTE;RO;QUEROSENE DE AVIAÇÃO;1100122;JI-PARANA;36443
1990;REGIÃO NORTE;RO;QUEROSENE DE AVIAÇÃO;1100205;PORTO VELHO;14728500
1990;REGIÃO NORTE;RO;QUEROSENE DE AVIAÇÃO;1100304;VILHENA;975184
1990;REGIÃO NORTE;AC;QUEROSENE DE AVIAÇÃO;1200203;CRUZEIRO DO SUL;1939919
1990;REGIÃO NORTE;AC;QUEROSENE DE AVIAÇÃO;1200401;RIO BRANCO;6242359
1990;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1300409;BARCELOS;316496
1990;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1301001;CARAUARI;1018375
1990;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1301209;COARI;979828
1990;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1301308;CODAJAS;4488
1990;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1302603;MANAUS;152746010
1990;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1302702;MANICORE;558078
1990;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1303809;SAO GABRIEL DA CACHOEI;4128357
1990;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1304062;TABATINGA;1836821
1990;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1304203;TEFE;3071912
1990;REGIÃO NORTE;RR;QUEROSENE DE AVIAÇÃO;1400100;BOA VISTA;10093914
1990;REGIÃO NORTE;RR;QUEROSENE DE AVIAÇÃO;1400209;CARACARAI;55413
1990;REGIÃO NORTE;RR;QUEROSENE DE AVIAÇÃO;1400308;MUCAJAI;79028
1990;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1500503;ALMEIRIM;347654
1990;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1500602;ALTAMIRA;1942552
1990;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1501402;BELEM;71296389
1990;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1502707;CONCEICAO DO ARAGUAIA;1361929
1990;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1503606;ITAITUBA;3620762
1990;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1504208;MARABA;4622335
1990;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1505536;PARAUAPEBAS;96951
1990;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1506138;REDENCAO;25741
1990;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1506708;SANTANA DO ARAGUAIA;189349
1990;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1506807;SANTAREM;14533353
1990;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1507300;SAO FELIX DO XINGU;270309
1990;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1508100;TUCURUI;1174606
1990;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1508084;TUCUMA;99944
1990;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1508407;XINGUARA;19970
1990;REGIÃO NORTE;AP;QUEROSENE DE AVIAÇÃO;1600303;MACAPA;4103496
1990;REGIÃO NORTE;TO;QUEROSENE DE AVIAÇÃO;1708205;FORMOSO DO ARAGUAIA;26104
1990;REGIÃO NORTE;TO;QUEROSENE DE AVIAÇÃO;1709500;GURUPI;467534
1990;REGIÃO NORTE;TO;QUEROSENE DE AVIAÇÃO;1713205;MIRACEMA DO TOCANTINS;104777
1990;REGIÃO NORTE;TO;QUEROSENE DE AVIAÇÃO;1718204;PORTO NACIONAL;629465
1990;REGIÃO NORDESTE;PE;QUEROSENE DE AVIAÇÃO;2605459;FERNANDO DE NORONHA;1125250
1990;REGIÃO NORDESTE;MA;QUEROSENE DE AVIAÇÃO;2100055;ACAILANDIA;851374
1990;REGIÃO NORDESTE;MA;QUEROSENE DE AVIAÇÃO;2100204;ALCANTARA;29730
1990;REGIÃO NORDESTE;MA;QUEROSENE DE AVIAÇÃO;2102804;CAROLINA;866423
1990;REGIÃO NORDESTE;MA;QUEROSENE DE AVIAÇÃO;2105302;IMPERATRIZ;4714547
1990;REGIÃO NORDESTE;MA;QUEROSENE DE AVIAÇÃO;2111300;SAO LUIS;25971098
1990;REGIÃO NORDESTE;PI;QUEROSENE DE AVIAÇÃO;2204501;GUADALUPE;20280
1990;REGIÃO NORDESTE;PI;QUEROSENE DE AVIAÇÃO;2211001;TERESINA;12756175
1990;REGIÃO NORDESTE;CE;QUEROSENE DE AVIAÇÃO;2304400;FORTALEZA;49322708
1990;REGIÃO NORDESTE;CE;QUEROSENE DE AVIAÇÃO;2307304;JUAZEIRO DO NORTE;26470
1990;REGIÃO NORDESTE;RN;QUEROSENE DE AVIAÇÃO;2400208;ACU;3109
1990;REGIÃO NORDESTE;RN;QUEROSENE DE AVIAÇÃO;2401305;AUGUSTO SEVERO;19330
1990;REGIÃO NORDESTE;RN;QUEROSENE DE AVIAÇÃO;2403251;PARNAMIRIM;26765556
1990;REGIÃO NORDESTE;RN;QUEROSENE DE AVIAÇÃO;2404507;GUAMARE;297027
1990;REGIÃO NORDESTE;RN;QUEROSENE DE AVIAÇÃO;2408003;MOSSORO;2606
1990;REGIÃO NORDESTE;RN;QUEROSENE DE AVIAÇÃO;2408102;NATAL;34874
1990;REGIÃO NORDESTE;PB;QUEROSENE DE AVIAÇÃO;2507507;JOAO PESSOA;5701
1990;REGIÃO NORDESTE;PE;QUEROSENE DE AVIAÇÃO;2609204;MARAIAL;10853
1990;REGIÃO NORDESTE;PE;QUEROSENE DE AVIAÇÃO;2611101;PETROLINA;2655546
1990;REGIÃO NORDESTE;PE;QUEROSENE DE AVIAÇÃO;2611606;RECIFE;165778820
1990;REGIÃO NORDESTE;AL;QUEROSENE DE AVIAÇÃO;2704302;MACEIO;2007
1990;REGIÃO NORDESTE;AL;QUEROSENE DE AVIAÇÃO;2707701;RIO LARGO;22107330
1990;REGIÃO NORDESTE;SE;QUEROSENE DE AVIAÇÃO;2800308;ARACAJU;27023495
1990;REGIÃO NORDESTE;SE;QUEROSENE DE AVIAÇÃO;2803609;LARANJEIRAS;58870
1990;REGIÃO NORDESTE;SE;QUEROSENE DE AVIAÇÃO;2805307;PIRAMBU;744
1990;REGIÃO NORDESTE;BA;QUEROSENE DE AVIAÇÃO;2903201;BARREIRAS;45562
1990;REGIÃO NORDESTE;BA;QUEROSENE DE AVIAÇÃO;2903904;BOM JESUS DA LAPA;101054
1990;REGIÃO NORDESTE;BA;QUEROSENE DE AVIAÇÃO;2906907;CARAVELAS;3283752
1990;REGIÃO NORDESTE;BA;QUEROSENE DE AVIAÇÃO;2911709;GUANAMBI;35935
1990;REGIÃO NORDESTE;BA;QUEROSENE DE AVIAÇÃO;2913606;ILHEUS;6958358
1990;REGIÃO NORDESTE;BA;QUEROSENE DE AVIAÇÃO;2924009;PAULO AFONSO;238606
1990;REGIÃO NORDESTE;BA;QUEROSENE DE AVIAÇÃO;2925303;PORTO SEGURO;1648035
1990;REGIÃO NORDESTE;BA;QUEROSENE DE AVIAÇÃO;2927408;SALVADOR;92257044
1990;REGIÃO NORDESTE;BA;QUEROSENE DE AVIAÇÃO;2928109;SANTA MARIA DA VITORIA;3831
1990;REGIÃO NORDESTE;BA;QUEROSENE DE AVIAÇÃO;2929206;SAO FRANCISCO DO CONDE;81057
1990;REGIÃO NORDESTE;BA;QUEROSENE DE AVIAÇÃO;2933307;VITORIA DA CONQUISTA;118594
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3101904;ALPINOPOLIS;69451
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3104007;ARAXA;198707
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3105608;BARBACENA;63266
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3106200;BELO HORIZONTE;19139292
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3106705;BETIM;405949
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3118601;CONTAGEM;2000
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3127008;FRONTEIRA;49683
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3127701;GOVERNADOR VALADARES;250392
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3131307;IPATINGA;924796
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3132107;ITACARAMBI;9962
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3136702;JUIZ DE FORA;10013
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3137601;LAGOA SANTA;47260749
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3141702;MESQUITA;529474
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3143302;MONTES CLAROS;482323
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3145000;NOVA PONTE;62147
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3151800;POCOS DE CALDAS;30967
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3152501;POUSO ALEGRE;5050
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3170107;UBERABA;4033265
1990;REGIÃO SUDESTE;MG;QUEROSENE DE AVIAÇÃO;3170206;UBERLANDIA;3585987
1990;REGIÃO SUDESTE;ES;QUEROSENE DE AVIAÇÃO;3204906;SAO MATEUS;108366
1990;REGIÃO SUDESTE;ES;QUEROSENE DE AVIAÇÃO;3205309;VITORIA;9617416
1990;REGIÃO SUDESTE;RJ;QUEROSENE DE AVIAÇÃO;3300100;ANGRA DOS REIS;50151
1990;REGIÃO SUDESTE;RJ;QUEROSENE DE AVIAÇÃO;3300704;CABO FRIO;250
1990;REGIÃO SUDESTE;RJ;QUEROSENE DE AVIAÇÃO;3301009;CAMPOS DOS GOYTACAZES;446538
1990;REGIÃO SUDESTE;RJ;QUEROSENE DE AVIAÇÃO;3301702;DUQUE DE CAXIAS;2275
1990;REGIÃO SUDESTE;RJ;QUEROSENE DE AVIAÇÃO;3302403;MACAE;9111163
1990;REGIÃO SUDESTE;RJ;QUEROSENE DE AVIAÇÃO;3303906;PETROPOLIS;1292806
1990;REGIÃO SUDESTE;RJ;QUEROSENE DE AVIAÇÃO;3304557;RIO DE JANEIRO;1512806727
1990;REGIÃO SUDESTE;RJ;QUEROSENE DE AVIAÇÃO;3305208;SAO PEDRO DA ALDEIA;118703
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3502804;ARACATUBA;210990
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3503208;ARARAQUARA;135313
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3505500;BARRETOS;122533
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3505708;BARUERI;3044500
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3506003;BAURU;760760
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3509502;CAMPINAS;30690834
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3509601;CAMPO LIMPO PAULISTA;600
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3511003;CASTILHO;170325
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3511102;CATANDUVA;2717
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3515186;ESPIRITO SANTO DO PINH;69693
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3518404;GUARATINGUETA;29462
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3518701;GUARUJA;1177929
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3518800;GUARULHOS;524109712
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3527108;LINS;894
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3529005;MARILIA;281961
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3529302;MATAO;27313
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3534401;OSASCO;53889
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3534708;OURINHOS;1508
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3536505;PAULINIA;2723004
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3537008;PEDREGULHO;49660
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3538709;PIRACICABA;1657
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3539301;PIRASSUNUNGA;6040224
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3541406;PRESIDENTE PRUDENTE;326016
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3543402;RIBEIRAO PRETO;1174526
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3547809;SANTO ANDRE;1497
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3548708;SAO BERNARDO DO CAMPO;181773
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3548807;SAO CAETANO DO SUL;81872
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3548906;SAO CARLOS;10784
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3549300;SAO JOAO DO PAU D'ALHO;920
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3549805;SAO JOSE DO RIO PRETO;655211
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3549904;SAO JOSE DOS CAMPOS;4693836
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3550308;SAO PAULO;107845150
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3550704;SAO SEBASTIAO;202037
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3552205;SOROCABA;307106
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3554102;TAUBATE;299992
1990;REGIÃO SUDESTE;SP;QUEROSENE DE AVIAÇÃO;3554300;TEODORO SAMPAIO;188521
1990;REGIÃO SUL;PR;QUEROSENE DE AVIAÇÃO;4101804;ARAUCARIA;5827045
1990;REGIÃO SUL;PR;QUEROSENE DE AVIAÇÃO;4104303;CAMPO MOURAO;2263
1990;REGIÃO SUL;PR;QUEROSENE DE AVIAÇÃO;4104501;CAPANEMA;70780
1990;REGIÃO SUL;PR;QUEROSENE DE AVIAÇÃO;4104808;CASCAVEL;348544
1990;REGIÃO SUL;PR;QUEROSENE DE AVIAÇÃO;4106902;CURITIBA;865809
1990;REGIÃO SUL;PR;QUEROSENE DE AVIAÇÃO;4108304;FOZ DO IGUACU;15751524
1990;REGIÃO SUL;PR;QUEROSENE DE AVIAÇÃO;4113700;LONDRINA;2630656
1990;REGIÃO SUL;PR;QUEROSENE DE AVIAÇÃO;4115200;MARINGA;372821
1990;REGIÃO SUL;PR;QUEROSENE DE AVIAÇÃO;4119905;PONTA GROSSA;36366
1990;REGIÃO SUL;PR;QUEROSENE DE AVIAÇÃO;4125506;SAO JOSE DOS PINHAIS;28924935
1990;REGIÃO SUL;SC;QUEROSENE DE AVIAÇÃO;4201505;ARMAZEM;25014
1990;REGIÃO SUL;SC;QUEROSENE DE AVIAÇÃO;4202404;BLUMENAU;42546
1990;REGIÃO SUL;SC;QUEROSENE DE AVIAÇÃO;4204202;CHAPECO;183683
1990;REGIÃO SUL;SC;QUEROSENE DE AVIAÇÃO;4204608;CRICIUMA;1163725
1990;REGIÃO SUL;SC;QUEROSENE DE AVIAÇÃO;4205407;FLORIANOPOLIS;13930023
1990;REGIÃO SUL;SC;QUEROSENE DE AVIAÇÃO;4208203;ITAJAI;236484
1990;REGIÃO SUL;SC;QUEROSENE DE AVIAÇÃO;4208401;ITAPIRANGA;1372
1990;REGIÃO SUL;SC;QUEROSENE DE AVIAÇÃO;4209102;JOINVILLE;304103
1990;REGIÃO SUL;SC;QUEROSENE DE AVIAÇÃO;4209300;LAGES;50871
1990;REGIÃO SUL;SC;QUEROSENE DE AVIAÇÃO;4211306;NAVEGANTES;1718572
1990;REGIÃO SUL;SC;QUEROSENE DE AVIAÇÃO;4219002;URUSSANGA;602
1990;REGIÃO SUL;SC;QUEROSENE DE AVIAÇÃO;4219309;VIDEIRA;301024
1990;REGIÃO SUL;RS;QUEROSENE DE AVIAÇÃO;4301602;BAGE;37224
1990;REGIÃO SUL;RS;QUEROSENE DE AVIAÇÃO;4304606;CANOAS;9264073
1990;REGIÃO SUL;RS;QUEROSENE DE AVIAÇÃO;4305108;CAXIAS DO SUL;77892
1990;REGIÃO SUL;RS;QUEROSENE DE AVIAÇÃO;4307708;ESTEIO;549450
1990;REGIÃO SUL;RS;QUEROSENE DE AVIAÇÃO;4309605;HORIZONTINA;3547
1990;REGIÃO SUL;RS;QUEROSENE DE AVIAÇÃO;4313706;PALMEIRA DAS MISSOES;78429
1990;REGIÃO SUL;RS;QUEROSENE DE AVIAÇÃO;4314100;PASSO FUNDO;46192
1990;REGIÃO SUL;RS;QUEROSENE DE AVIAÇÃO;4314407;PELOTAS;90188
1990;REGIÃO SUL;RS;QUEROSENE DE AVIAÇÃO;4314902;PORTO ALEGRE;43180422
1990;REGIÃO SUL;RS;QUEROSENE DE AVIAÇÃO;4316907;SANTA MARIA;3817853
1990;REGIÃO SUL;RS;QUEROSENE DE AVIAÇÃO;4317509;SANTO ANGELO;21872
1990;REGIÃO SUL;RS;QUEROSENE DE AVIAÇÃO;4321600;TRAMANDAI;9936
1990;REGIÃO SUL;RS;QUEROSENE DE AVIAÇÃO;4322400;URUGUAIANA;47310
1990;REGIÃO CENTRO-OESTE;MS;QUEROSENE DE AVIAÇÃO;5001102;AQUIDAUANA;504
1990;REGIÃO CENTRO-OESTE;MS;QUEROSENE DE AVIAÇÃO;5002704;CAMPO GRANDE;16890517
1990;REGIÃO CENTRO-OESTE;MS;QUEROSENE DE AVIAÇÃO;5003207;CORUMBA;3260546
1990;REGIÃO CENTRO-OESTE;MS;QUEROSENE DE AVIAÇÃO;5003702;DOURADOS;862
1990;REGIÃO CENTRO-OESTE;MS;QUEROSENE DE AVIAÇÃO;5006606;PONTA PORA;415525
1990;REGIÃO CENTRO-OESTE;MT;QUEROSENE DE AVIAÇÃO;5100102;ACORIZAL;2678598
1990;REGIÃO CENTRO-OESTE;MT;QUEROSENE DE AVIAÇÃO;5100250;ALTA FLORESTA;2455705
1990;REGIÃO CENTRO-OESTE;MT;QUEROSENE DE AVIAÇÃO;5101803;BARRA DO GARCAS;201374
1990;REGIÃO CENTRO-OESTE;MT;QUEROSENE DE AVIAÇÃO;5102504;CACERES;269290
1990;REGIÃO CENTRO-OESTE;MT;QUEROSENE DE AVIAÇÃO;5103403;CUIABA;176252
1990;REGIÃO CENTRO-OESTE;MT;QUEROSENE DE AVIAÇÃO;5105606;MATUPA;9000
1990;REGIÃO CENTRO-OESTE;MT;QUEROSENE DE AVIAÇÃO;5106802;PORTO DOS GAUCHOS;600
1990;REGIÃO CENTRO-OESTE;MT;QUEROSENE DE AVIAÇÃO;5107776;SANTA TEREZINHA;110042
1990;REGIÃO CENTRO-OESTE;MT;QUEROSENE DE AVIAÇÃO;5107800;SANTO ANTONIO DO LEVER;383
1990;REGIÃO CENTRO-OESTE;MT;QUEROSENE DE AVIAÇÃO;5107859;SAO FELIX DO ARAGUAIA;260333
1990;REGIÃO CENTRO-OESTE;MT;QUEROSENE DE AVIAÇÃO;5107909;SINOP;97574
1990;REGIÃO CENTRO-OESTE;MT;QUEROSENE DE AVIAÇÃO;5108402;VARZEA GRANDE;30388225
1990;REGIÃO CENTRO-OESTE;GO;QUEROSENE DE AVIAÇÃO;5201108;ANAPOLIS;791787
1990;REGIÃO CENTRO-OESTE;GO;QUEROSENE DE AVIAÇÃO;5204508;CALDAS NOVAS;132736
1990;REGIÃO CENTRO-OESTE;GO;QUEROSENE DE AVIAÇÃO;5208707;GOIANIA;20083936
1990;REGIÃO CENTRO-OESTE;GO;QUEROSENE DE AVIAÇÃO;5211503;ITUMBIARA;12282
1990;REGIÃO CENTRO-OESTE;GO;QUEROSENE DE AVIAÇÃO;5220207;SAO MIGUEL DO ARAGUAIA;169573
1990;REGIÃO CENTRO-OESTE;GO;QUEROSENE DE AVIAÇÃO;5220405;SAO SIMAO;70682
1990;REGIÃO CENTRO-OESTE;DF;QUEROSENE DE AVIAÇÃO;5300108;BRASILIA;182133506
1991;REGIÃO NORTE;RO;QUEROSENE DE AVIAÇÃO;1100056;CEREJEIRAS;196
1991;REGIÃO NORTE;RO;QUEROSENE DE AVIAÇÃO;1100106;GUAJARA-MIRIM;56668
1991;REGIÃO NORTE;RO;QUEROSENE DE AVIAÇÃO;1100122;JI-PARANA;91542
1991;REGIÃO NORTE;RO;QUEROSENE DE AVIAÇÃO;1100205;PORTO VELHO;16383815
1991;REGIÃO NORTE;RO;QUEROSENE DE AVIAÇÃO;1100304;VILHENA;1805899
1991;REGIÃO NORTE;AC;QUEROSENE DE AVIAÇÃO;1200203;CRUZEIRO DO SUL;1250933
1991;REGIÃO NORTE;AC;QUEROSENE DE AVIAÇÃO;1200401;RIO BRANCO;9631400
1991;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1300409;BARCELOS;131304
1991;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1301001;CARAUARI;65224
1991;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1301209;COARI;2219421
1991;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1301407;EIRUNEPE;59442
1991;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1301902;ITACOATIARA;8757
1991;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1302603;MANAUS;153358673
1991;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1303205;NOVO AIRAO;20390
1991;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1303809;SAO GABRIEL DA CACHOEI;1743347
1991;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1304062;TABATINGA;3649283
1991;REGIÃO NORTE;AM;QUEROSENE DE AVIAÇÃO;1304203;TEFE;5828698
1991;REGIÃO NORTE;RR;QUEROSENE DE AVIAÇÃO;1400100;BOA VISTA;9224537
1991;REGIÃO NORTE;RR;QUEROSENE DE AVIAÇÃO;1400209;CARACARAI;46009
1991;REGIÃO NORTE;RR;QUEROSENE DE AVIAÇÃO;1400308;MUCAJAI;20000
1991;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1500503;ALMEIRIM;234829
1991;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1500602;ALTAMIRA;1349092
1991;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1500800;ANANINDEUA;401
1991;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1501402;BELEM;70518202
1991;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1502707;CONCEICAO DO ARAGUAIA;624750
1991;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1503606;ITAITUBA;1853332
1991;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1504208;MARABA;2566831
1991;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1504802;MONTE ALEGRE;4512
1991;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1505536;PARAUAPEBAS;35309
1991;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1506138;REDENCAO;900
1991;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1506708;SANTANA DO ARAGUAIA;25486
1991;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1506807;SANTAREM;16657153
1991;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1507300;SAO FELIX DO XINGU;27358
1991;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1507805;SENADOR JOSE PORFIRIO;2694
1991;REGIÃO NORTE;PA;QUEROSENE DE AVIAÇÃO;1508100;TUCURUI;117131
1991;REGIÃO NORTE;AP;QUEROSENE DE AVIAÇÃO;1600303;MACAPA;1957838
1991;REGIÃO NORTE;TO;QUEROSENE DE AVIAÇÃO;1702109;ARAGUAINA;25063
1991;REGIÃO NORTE;TO;QUEROSENE DE AVIAÇÃO;1709500;GURUPI;4145645
1991;REGIÃO NORTE;TO;QUEROSENE DE AVIAÇÃO;1713205;MIRACEMA DO TOCANTINS;165859
1991;REGIÃO NORTE;TO;QUEROSENE DE AVIAÇÃO;1718204;PORTO NACIONAL;246389
1991;REGIÃO NORTE;TO;QUEROSENE DE AVIAÇÃO;1721000;PALMAS;10789
1991;REGIÃO NORDESTE;MA;QUEROSENE DE AVIAÇÃO;2100055;ACAILANDIA;454918
1991;REGIÃO NORDESTE;MA;QUEROSENE DE AVIAÇÃO;2100204;ALCANTARA;14906
1991;REGIÃO NORDESTE;MA;QUEROSENE DE AVIAÇÃO;2102804;CAROLINA;239652
1991;REGIÃO NORDESTE;MA;QUEROSENE DE AVIAÇÃO;2105302;IMPERATRIZ;2798511
1991;REGIÃO NORDESTE;MA;QUEROSENE DE AVIAÇÃO;2111300;SAO LUIS;31686735
1991;REGIÃO NORDESTE;PI;QUEROSENE DE AVIAÇÃO;2204501;GUADALUPE;10800
1991;REGIÃO NORDESTE;PI;QUEROSENE DE AVIAÇÃO;2207702;PARNAIBA;3000
1991;REGIÃO NORDESTE;PI;QUEROSENE DE AVIAÇÃO;2211001;TERESINA;13676557
1991;REGIÃO NORDESTE;CE;QUEROSENE DE AVIAÇÃO;2303709;CAUCAIA;498
1991;REGIÃO NORDESTE;CE;QUEROSENE DE AVIAÇÃO;2304400;FORTALEZA;57387090
1991;REGIÃO NORDESTE;CE;QUEROSENE DE AVIAÇÃO;2310209;PARACURU;19834
1991;REGIÃO NORDESTE;RN;QUEROSENE DE AVIAÇÃO;2401305;AUGUSTO SEVERO;23548
1991;REGIÃO NORDESTE;RN;QUEROSENE DE AVIAÇÃO;2403251;PARNAMIRIM;38577531
1991;REGIÃO NORDESTE;RN;QUEROSENE DE AVIAÇÃO;2404507;GUAMARE;282030
1991;REGIÃO NORDESTE;RN;QUEROSENE DE AVIAÇÃO;2408003;MOSSORO;28910
1991;REGIÃO NORDESTE;RN;QUEROSENE DE AVIAÇÃO;2408102;NATAL;35282
1991;REGIÃO NORDESTE;RN;QUEROSENE DE AVIAÇÃO;2409100;PASSA E FICA;2984
1991;REGIÃO NORDESTE;PB;QUEROSENE DE AVIAÇÃO;2501807;BAYEUX;1180805
1991;REGIÃO NORDESTE;PB;QUEROSENE DE AVIAÇÃO;2503209;CABEDELO;3550863
1991;REGIÃO NORDESTE;PB;QUEROSENE DE AVIAÇÃO;2507507;JOAO PESSOA;450585
